id,event_date,realm,title,summary,actor,ticker,materiality,source_url,source_title,publisher,permalink
25352,2026-09-18,virtual,Architect Labs: AI designs inference chip end-to-end in weeks,"Architect Labs claims its Redwood AI accelerator was designed, verified, and deployed entirely by an AI system, with every block reaching 95% code and functional coverage without human verification engineers.",Architect Labs,,68,https://venturebeat.com/infrastructure/inference-chips-are-locked-in-years-before-the-models-theyll-run-architect-labs-says-ai-can-design-them-in-weeks,,VentureBeat,https://presentofai.com/e/25352
25345,2026-09-18,virtual,Claude used to breach OpenAI internal codebase,"Cybersecurity startup Hackron AI used Anthropic's Claude to compromise OpenAI employee ChatGPT and Codex accounts, gaining access to OpenAI's internal codebase; attackers submitted a pull request as proof of the July 25 breach, marking the first confirmed AI-on-AI corporate intrusion.",Anthropic,,78,https://www.theguardian.com/technology/2026/sep/18/openai-hacked-anthropic-claude-chatbot,,The Guardian,https://presentofai.com/e/25345
25235,2026-09-18,terrestrial,California Governor Issues Executive Order on AI,"California Governor Gavin Newsom signed an executive order on AI, which EFF welcomed as a starting point for addressing real harms such as biased algorithmic decision-making, AI-powered surveillance, and personalized pricing. EFF urged the governor to develop thoughtful policies in collaboration with those most at risk, and cautioned against government-controlled kill switches that could be used to retaliate against protected speech.",California Governor,,65,https://eff.org/deeplinks/2026/09/eff-statement-california-governors-executive-order-ai,,Eff,https://presentofai.com/e/25235
25118,2026-09-18,terrestrial,Waymo autonomous vehicles begin mapping Pittsburgh streets,"Waymo vehicles began operating on Pittsburgh roads, with the company awaiting Pennsylvania state permission to run driverless commercial service, marking the company's entry into a new major US city.",Waymo,,55,https://wpxi.com/news/local/waymos-autonomous-vehicles-now-making-their-way-around-pittsburgh/FQVL6EWIWRCABKAIH22R6A2GCI,,Wpxi,https://presentofai.com/e/25118
25099,2026-09-18,terrestrial,Huawei Unveils 4096-Accelerator AI Server with HBM,"Huawei announced a massive AI server packing 4,096 Ascend 960 accelerators with High Bandwidth Memory, representing a significant scale-up in Chinese domestic AI compute infrastructure competing with Nvidia clusters.",Huawei,,68,https://www.heise.de/en/news/Huawei-packs-4096-AI-accelerators-into-a-massive-server-11458882.html,,Heise,https://presentofai.com/e/25099
25012,2026-09-18,terrestrial,Huawei Ascend 960DT AI Chip Targets Early 2027 Release,"Huawei announced its next-generation Ascend 960DT AI accelerator, designed to rival current Nvidia models, targeting release as early as Q1 2027 as China moves to reduce dependence on restricted foreign hardware.",Huawei,,68,https://newatlas.com/ai-humanoids/nvidia-rival-chip-huawei,,Newatlas,https://presentofai.com/e/25012
25009,2026-09-18,virtual,AI agents run ransomware end-to-end without human operators,"The JADEPUFFER ransomware strain, driven entirely by AI agents, autonomously stole credentials, encrypted victim data, and targeted AI models using exposed services, the first documented fully autonomous AI-operated ransomware campaign with no human operator in the loop.",,,72,https://cybersecuritynews.com/ai-agents-3,,Cybersecuritynews,https://presentofai.com/e/25009
24995,2026-09-18,terrestrial,Ant International gives AI agents their own business bank accounts,"Ant International launched Account for Agent inside its WorldFirst brand, a business bank account for AI agents running on know your agent smart contracts with live monitoring and intervention capabilities. The launch also included AgentSafePay, which carries a 100% fund guarantee against agent-specific losses, and the Agentic Mobile Protocol for agent-to-agent payments as small as $0.000001, all unveiled at Ant's VOYAGE merchant event in Shanghai.",Ant International,,65,https://pymnts.com/news/artificial-intelligence/2026/ai-agents-are-getting-their-own-bank-accounts,,Pymnts,https://presentofai.com/e/24995
24945,2026-09-18,terrestrial,UBTech opens robot factory producing one humanoid per 10 minutes,"UBTech opened what it claims is the world's first factory capable of building a humanoid robot every ten minutes, targeting 10,000 units per year from its 14,000 sq-meter plant.",UBTech,,80,https://techradar.com/tech/chinas-ubtech-opens-world-first-factory-that-builds-a-humanoid-robot-every-ten-minutes-14-000-square-meter-plant-will-deliver-army-of-10-000-robots-a-year,,Techradar,https://presentofai.com/e/24945
24846,2026-09-18,terrestrial,NHTSA Launches AV Performance Standards Initiative ASCEND,"NHTSA announced it will set autonomous vehicle competency standards, update Federal Motor Vehicle Safety Standards, and launch the ASCEND program with SAE to enable safe robotaxi scale-up.",NHTSA,,73,https://blockchain.news/ainews/nhtsa-launches-av-performance-standards-push,,Blockchain News,https://presentofai.com/e/24846
24845,2026-09-18,terrestrial,Tesla Cybercab Faces NHTSA Scrutiny Over No-Pedal Design,"US road safety regulator NHTSA launched scrutiny of Tesla's Cybercab robotaxi after it was deployed on public roads without a steering wheel or pedals, raising novel regulatory questions about the vehicle's safety standards.",Tesla,,72,https://www.thestar.com.my/tech/tech-news/2026/09/18/tesla039s-no-brake-pedal-robotaxis-raise-questions-from-usauthorities,,"The Star | Malaysia News: National, Regional and World News",https://presentofai.com/e/24845
24828,2026-09-18,terrestrial,AI hallucination nearly triggered US military action vs China ship,"A US military analyst used a chatbot to analyze intelligence reports about a Chinese ship's manifest, producing an entirely false report suggesting the ship was transporting nuclear arms program components through the Middle East. The US military was preparing to intercept and board the ship with air support before officials discovered the chatbot had inaccurately identified the cargo, with one source telling CNN the episode almost started a war.",US Military,,82,https://arstechnica.com/ai/2026/09/report-us-almost-boarded-chinese-ship-over-hallucinated-ai-arms-report/,,Ars Technica,https://presentofai.com/e/24828
24801,2026-09-18,terrestrial,Ant International Opens Bank Accounts for AI Agents via WorldFirst,"Ant International launched Account for Agent inside its WorldFirst brand, offering dedicated business bank accounts for AI agents with know your agent smart contracts, live monitoring, and intervention controls. The launch also included AgentSafePay, which carries a 100% fund guarantee against agent-specific losses, and the Agentic Mobile Protocol for agent-to-agent payments as small as $0.000001.",Ant International,,68,https://pymnts.com/news/artificial-intelligence/2026/ai-agents-are-getting-their-own-bank-accounts,,Pymnts,https://presentofai.com/e/24801
24800,2026-09-18,terrestrial,Mastercard Issues Virtual Cards for AI Agents to Shop Autonomously,"Mastercard launched Agent Pay, a system that lets consumers give AI agents virtual cards with spending limits, merchant restrictions, and approval requirements for online purchases. Mastercard is positioning itself alongside Visa in a race to build payment infrastructure for AI-driven shopping, and is also developing a Verifiable Intent system to create audit trails for agent-authorized transactions.",Mastercard,,72,https://cryptobriefing.com/mastercard-ai-payment-agentic-commerce/,,Crypto Briefing,https://presentofai.com/e/24800
24765,2026-09-18,terrestrial,19 EU Nations Launch IPCEI-AI Sovereign Stack Program,"Nineteen EU member states entered the pre-notification phase for IPCEI-AI, the first Important Project of Common European Interest targeting artificial intelligence, with Germany committing over $1.15 billion as coordinator. The initiative aims to build a six-layer sovereign industrial AI stack to give European industry an alternative to US hyperscalers, with an application window closing October 31, 2026.",European Union,,68,https://techtimes.com/articles/327702/20260918/european-industrial-ai-goes-live-19-nations-fund-sovereign-stack-challenge-us-hyperscalers.htm,,Techtimes,https://presentofai.com/e/24765
24691,2026-09-18,terrestrial,US military AI false intelligence incident during Iran war,"CNN reported that a US military analyst used an AI chatbot to generate an intelligence report falsely claiming a Chinese ship was carrying nuclear weapons components, nearly triggering a military boarding operation that sources said 'almost started a war' with China. The report was found to be 'entirely false' only just before the planned operation was carried out.",,,78,https://cnn.com/2026/09/18/politics/us-military-ai-false-intelligence-china-ship,,Cnn,https://presentofai.com/e/24691
24685,2026-09-18,virtual,Jev: new AI model architecture debuts from ChatGPT co-creator,"Jev, a novel transformer-based model from TypeSafe AI, was built by Diogo Almeida, who helped build ChatGPT and co-invented RLHF at OpenAI. Unlike LLMs, Jev outputs calibrated probabilities rather than text, making it cheaper and faster for software automation tasks.",,,62,https://techcrunch.com/2026/09/18/a-new-kind-of-ai-model-from-a-chatgpt-inventor-is-thrilling-developers,,TechCrunch,https://presentofai.com/e/24685
24674,2026-09-18,virtual,OpenAI model shows 'concerning behavior'; Microsoft CEO alarmed,"OpenAI disclosed incidents of 'concerning model behavior' in its latest AI system, prompting Microsoft AI CEO Mustafa Suleyman to call it a 'serious situation' in a live CNBC interview.",OpenAI,,65,https://cnbc.com/2026/09/18/microsoft-ai-ceo-openais-latest-ai-revelation-a-serious-situation.html,,CNBC,https://presentofai.com/e/24674
24641,2026-09-18,terrestrial,Waymo Announces First Southeast Asia Expansion to Singapore,"Waymo announced a partnership with Singapore's Ministry of Transport and Land Transport Authority to launch a fully driverless, all-electric commercial ride-hailing service in Singapore by 2028, its first deployment outside the US.",Waymo,,70,https://channelnewsasia.com/singapore/autonomous-vehicle-av-waymo-transport-6393631,,Channelnewsasia,https://presentofai.com/e/24641
24638,2026-09-18,terrestrial,Zoox Cleared to Expand Beyond 100-Vehicle Cap in Nevada,"Nevada's 100-vehicle regulatory cap on Zoox's commercial robotaxi fleet expires September 25, 2026, allowing Zoox to scale its Las Vegas autonomous fleet without restriction.",Zoox,,62,https://ua.news/en/technologies/zoox-zmozhe-rozshiriti-park-robotaksi-v-nevadi-techcrunch,,Останні новини України та світу | UA.NEWS,https://presentofai.com/e/24638
